#     unit:            uSv/h/GBq
#A    isotope    Hp07_10cm_unshield
237   Np                 23200.0
238   Np                812600.0
239   Np               1883000.0
240   Np               2063500.0
240   Np_isomer        1243700.0
241   Np               1497900.0
242   Np               1110600.0
242   Np_isomer        2239000.0
232   Pu                  3600.0
234   Pu                  4300.0
235   Pu                  6700.0
236   Pu                  1000.0
237   Pu                  4600.0
238   Pu                  1000.0
239   Pu                   500.0
240   Pu                   900.0
241   Pu                     0.0
242   Pu                   800.0
243   Pu               1273100.0
244   Pu                  9100.0
245   Pu               2148600.0
246   Pu                456800.0
237   Am                457900.0
238   Am                 45400.0
239   Am               1065700.0
240   Am                 23800.0
241   Am                  3800.0
242   Am               1134100.0
242   Am_isomer           2600.0
243   Am                  2800.0
244   Am               1773500.0
244   Am_isomer        1315700.0
245   Am               1603100.0
246   Am               3513700.0
246   Am_isomer        1427000.0
247   Am               2115300.0
238   Cm                  4600.0
239   Cm                 81800.0
240   Cm                  1000.0
241   Cm                511100.0
242   Cm                   800.0
243   Cm                904800.0
244   Cm                   700.0
245   Cm                371000.0
246   Cm                  2200.0
247   Cm                132600.0
248   Cm                564200.0
249   Cm               1412800.0
250   Cm               5300600.0
251   Cm               1486700.0
245   Bk                829400.0
246   Bk                 16200.0
247   Bk                756800.0
248   Bk_isomer         958900.0
249   Bk                   200.0
250   Bk               1413000.0
251   Bk               1826300.0
244   Cf                   700.0
246   Cf                   600.0
247   Cf                 68300.0
248   Cf                   700.0
249   Cf                142800.0
250   Cf                  5100.0
251   Cf               1604900.0
252   Cf                199400.0
253   Cf                433400.0
254   Cf               6899200.0
255   Cf               1404400.0
249   Es                157700.0
250   Es               1115800.0
250   Es_isomer          24700.0
251   Es                157600.0
253   Es                  1400.0
254   Es                  8100.0
254   Es_isomer        1233800.0
255   Es                510500.0
256   Es               1269000.0
251   Fm                 64000.0
252   Fm                   600.0
253   Fm                 91300.0
254   Fm                  3800.0
255   Fm                  6400.0
256   Fm               5632400.0
257   Fm                650400.0
